Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
219367	2.74	0.0	Neural Network (Specific Model)	11	0.732	4094	154.7795275590551	80190	0.38	127	20	8370	None
219624	2.61	0.0	Neural Network (Specific Model)	11	0.889	4457	273.82978723404256	43307	0.44	47	11	8224	None
219680	2.95	0.01	Neural Network (Specific Model)	11	0.97	4451	343.5833333333333	38143	0.45	36	9	8192	None
219741	4.48	0.01	Neural Network (Specific Model)	11	0.936	3731	168.36054421768708	78583	0.55	147	22	8159	None
219760	2.58	0.0	Neural Network (Specific Model)	11	0.922	6588	247.3015873015873	50590	0.46	63	9	8144	None
219977	2.36	0.0	Neural Network (Specific Model)	11	0.886	8023	215.62790697674419	31237	0.42	43	6	12778	None
220041	3.52	0.0	Neural Network (Specific Model)	11	0.955	3468	382.3707865168539	106797	0.44	89	30	7984	None
220437	3.59	0.0	Neural Network (Specific Model)	11	0.799	3205	141.68783068783068	99943	0.29	189	31	7783	None
220575	2.84	0.02	Neural Network (Specific Model)	11	0.836	23594	273.59375	31310	0.41	32	2	23594	None
220646	2.32	0.05	Neural Network (Specific Model)	11	0.956	3504	219.38095238095238	28743	0.42	42	8	7683	None
220665	3.65	0.02	Neural Network (Specific Model)	11	0.867	4837	340.3286713286713	168017	0.55	143	40	7677	None
220781	3.42	0.01	Neural Network (Specific Model)	11	0.904	4099	266.9591836734694	86557	0.32	98	21	7273	None
220831	2.63	0.0	Neural Network (Specific Model)	11	0.922	4511	212.66666666666666	41476	0.36	60	11	7601	None
220839	3.53	0.0	Neural Network (Specific Model)	11	0.876	3337	332.92105263157896	43315	0.4	38	13	7595	None
220920	2.37	0.0	Neural Network (Specific Model)	11	0.886	2826	332.56756756756755	41589	0.53	37	14	7553	None
220976	2.37	0.0	Neural Network (Specific Model)	11	0.828	4822	213.0	33863	0.43	44	8	7528	None
221290	12.01	0.59	Gradient Boost (General Model)	11	0.951	2658	318.03333333333336	30083	0.49	30	10	7390	None
221696	2.51	0.0	Neural Network (Specific Model)	11	0.926	24115	387.08	31325	0.43	25	2	24115	None
222268	3.73	0.01	Neural Network (Specific Model)	11	0.913	3003	209.36697247706422	74771	0.4	109	24	6989	None
222272	2.49	0.0	Neural Network (Specific Model)	11	0.803	4860	117.06557377049181	26396	0.35	61	6	6985	None
222329	3.08	0.0	Neural Network (Specific Model)	11	0.95	2776	353.463768115942	76944	0.36	69	26	5695	None
222429	4.62	0.25	Neural Network (Specific Model)	11	0.948	4533	333.98039215686276	53837	0.7	51	15	6929	None
222449	5.64	0.16	Neural Network (Specific Model)	11	0.908	3453	334.86842105263156	42017	0.61	38	12	6923	None
222487	3.33	0.0	Neural Network (Specific Model)	11	0.881	2707	143.30769230769232	31486	0.43	65	10	6909	None
222741	7.87	0.0	Gradient Boost (General Model)	11	0.745	6052	155.9268292682927	25599	0.36	41	5	6815	None
223036	15.61	0.07	Neural Network (Specific Model)	11	0.952	2985	313.287598944591	373460	0.56	379	126	6713	None
223375	2.82	0.0	Neural Network (Specific Model)	11	0.934	2947	320.241935483871	63735	0.35	62	21	6592	None
223972	3.69	0.0	Neural Network (Specific Model)	11	0.858	3057	221.17460317460316	97274	0.36	126	31	6386	None
22409	2.83	0.01	Neural Network (Specific Model)	11	0.939	2962	197.24590163934425	38391	0.36	61	13	6058	None
224157	3.26	1.76	Neural Network (Specific Model)	11	0.879	3856	413.9117647058824	95945	0.62	68	25	6336	None
224219	4.91	0.0	Gradient Boost (General Model)	11	0.284	4490	126.06451612903226	40754	0.47	31	10	7629	None
224438	3.29	0.0	Neural Network (Specific Model)	11	0.812	4371	267.51851851851853	26686	0.55	27	6	6245	None
224526	2.34	0.0	Neural Network (Specific Model)	11	0.904	3696	122.64615384615385	26252	0.52	65	8	6217	None
224538	3.33	0.01	Neural Network (Specific Model)	11	0.959	3879	263.0686274509804	83764	0.49	102	24	6214	None
224933	2.52	0.0	Neural Network (Specific Model)	11	0.752	2578	192.62666666666667	57472	0.31	75	20	6090	None
225008	2.29	0.0	Neural Network (Specific Model)	11	0.977	4090	554.6875	27202	0.38	16	8	6062	None
225260	4.23	0.04	Neural Network (Specific Model)	11	0.952	2539	312.36842105263156	55809	0.46	57	20	5995	None
22542	2.32	0.0	Neural Network (Specific Model)	11	0.999	4759	1453.0	26165	0.48	6	6	6037	None
225447	3.16	0.01	Neural Network (Specific Model)	11	0.897	3305	208.56637168141592	78459	0.5	113	25	5948	None
225872	2.95	0.0	Neural Network (Specific Model)	11	0.948	2912	366.2142857142857	48588	0.65	42	16	5834	None
226019	2.48	0.0	Neural Network (Specific Model)	11	0.923	4002	225.225	29048	0.51	40	7	5800	None
226469	3.81	0.0	Neural Network (Specific Model)	11	0.893	2243	264.60655737704917	54200	0.46	61	23	3045	None
226497	4.7	0.0	Neural Network (Specific Model)	11	0.941	2499	327.84313725490193	53201	0.46	51	21	3924	None
226752	2.34	0.0	Neural Network (Specific Model)	11	0.947	3662	288.87179487179486	35537	0.28	39	10	5622	None
226816	5.39	0.0	Neural Network (Specific Model)	11	0.931	2782	266.24242424242425	56462	0.58	66	20	5609	None
227484	2.99	0.15	Neural Network (Specific Model)	11	0.917	2737	540.7083333333334	127262	0.41	72	47	5305	None
227526	2.34	0.0	Neural Network (Specific Model)	11	0.855	3663	227.02631578947367	30239	0.51	38	9	5445	None
228164	2.9	0.01	Neural Network (Specific Model)	11	0.911	3916	177.0108695652174	53307	0.44	92	15	5029	None
229368	5.86	0.0	Neural Network (Specific Model)	11	0.952	2576	293.2638888888889	66470	0.47	72	26	5064	None
229785	2.38	0.0	Neural Network (Specific Model)	11	0.875	3763	125.42857142857143	32742	0.44	77	9	4989	None
230071	2.35	0.0	Neural Network (Specific Model)	11	0.891	3771	220.32	36953	0.55	50	11	4943	None
230992	2.42	0.01	Neural Network (Specific Model)	11	0.864	2820	197.52380952380952	28505	0.46	42	10	4797	None
234396	2.49	0.0	Neural Network (Specific Model)	11	0.905	3562	464.0344827586207	44614	0.4	29	14	4322	None
235582	11.16	0.01	Gradient Boost (General Model)	11	0.918	2391	259.79487179487177	33090	0.51	39	12	4182	None
2358	2.55	0.0	Neural Network (Specific Model)	11	0.891	28956	278.1290322580645	28956	0.57	31	1	28956	None
235971	2.83	0.0	Neural Network (Specific Model)	11	0.788	2529	181.4	34488	0.39	50	13	4140	None
237184	3.07	0.01	Neural Network (Specific Model)	11	0.816	2483	242.55172413793105	25785	0.42	29	10	4012	None
237806	2.74	0.01	Neural Network (Specific Model)	11	0.912	2690	240.21428571428572	33072	0.55	42	12	3852	None
238021	2.58	0.0	Neural Network (Specific Model)	11	0.939	2716	315.85185185185185	54463	0.4	54	21	3932	None
2382	3.01	0.0	Neural Network (Specific Model)	11	0.952	28746	315.37931034482756	28746	0.5	29	1	28746	None
238863	2.35	0.0	Neural Network (Specific Model)	11	0.863	2377	146.0	30730	0.48	61	12	3853	None
2397	2.39	0.0	Neural Network (Specific Model)	11	0.965	28606	271.9117647058824	28606	0.56	34	1	28606	None
240072	2.77	0.0	Neural Network (Specific Model)	11	0.906	2771	243.7906976744186	34655	0.6	43	13	3741	None
241161	3.64	0.0	Neural Network (Specific Model)	11	0.851	2456	245.62857142857143	30287	0.53	35	12	3453	None
242563	5.54	0.0	Neural Network (Specific Model)	11	0.906	2521	254.95945945945945	62402	0.49	74	24	3543	None
24315	2.63	0.0	Neural Network (Specific Model)	11	0.485	3565	119.21649484536083	141630	0.63	194	41	5751	None
243867	3.62	0.0	Neural Network (Specific Model)	11	0.949	2539	160.38305084745764	148494	0.55	295	57	5297	None
244006	2.42	0.0	Neural Network (Specific Model)	11	0.896	2524	106.42307692307692	27673	0.38	78	11	3407	None
24744	2.52	0.0	Neural Network (Specific Model)	11	0.915	4843	315.85185185185185	27945	0.55	27	7	5472	None
248182	3.86	0.0	Neural Network (Specific Model)	11	0.92	2541	280.13157894736844	34664	0.46	38	14	3182	None
251620	3.07	0.0	Neural Network (Specific Model)	11	0.957	40894	266.7586206896552	48322	0.54	58	4	40894	None
25654	2.4	0.0	Neural Network (Specific Model)	11	0.841	3954	290.42105263157896	39219	0.51	38	11	5552	None
25783	10.84	0.18	Neural Network (Specific Model)	11	0.905	2811	292.1644204851752	358633	0.38	371	123	11960	None
262544	2.31	0.01	Neural Network (Specific Model)	11	0.881	2270	411.6111111111111	25155	0.37	18	11	2572	None
2636	2.91	0.01	Neural Network (Specific Model)	11	0.881	26507	389.9	26507	0.44	20	1	26507	None
2742	3.24	0.0	Neural Network (Specific Model)	11	0.939	25553	174.71014492753622	38075	0.47	69	3	25553	None
27727	3.84	0.0	Neural Network (Specific Model)	11	0.924	2861	226.47761194029852	49174	0.45	67	18	5294	None
2784	84.38	5.27	Gradient Boost (General Model)	11	0.891	7524	289.2596999482669	1879684	0.52	1933	314	26280	None
2859	2.65	0.0	Neural Network (Specific Model)	11	0.943	11710	235.525	59433	0.56	80	7	24652	None
2873	88.28	87.05	Neural Network (Specific Model)	11	0.929	5260	322.47302679217955	5736917	0.51	5524	1232	24569	None
2899	2.44	0.0	Neural Network (Specific Model)	11	0.884	24344	192.3448275862069	37709	0.28	58	2	24344	None
2917	3.07	0.0	Neural Network (Specific Model)	11	0.936	24208	287.9166666666667	44149	0.37	48	2	24208	None
29509	6.38	0.0	Gradient Boost (General Model)	11	0.096	4173	61.86666666666667	28856	0.46	15	7	5097	None
3246	2.66	0.0	Neural Network (Specific Model)	11	0.938	21966	186.05882352941177	30165	0.62	51	2	21966	None
3431	95.08	0.21	Gradient Boost (General Model)	11	0.905	33475	308.535412605588	1572184	0.53	1539	77	73808	None
35459	6.1	0.0	Gradient Boost (General Model)	11	0.235	2871	81.63793103448276	60240	0.49	58	21	4571	None
3735	4.77	0.0	Neural Network (Specific Model)	11	0.865	15454	230.23699421965318	138075	0.4	173	10	65643	None
3912	2.48	0.0	Neural Network (Specific Model)	11	0.884	37437	310.537037037037	56796	0.49	54	3	37437	None
4038	2.43	0.0	Neural Network (Specific Model)	11	0.925	33647	154.43055555555554	35837	0.44	72	2	33647	None
4108	2.33	0.0	Neural Network (Specific Model)	11	0.943	31782	259.0888888888889	36981	0.57	45	3	31782	None
42639	2.43	0.0	Neural Network (Specific Model)	11	0.673	2922	271.5744680851064	56790	0.44	47	19	4135	None
4363	84.29	33.84	Neural Network (Specific Model)	11	0.889	5003	290.9357157961514	4636670	0.55	4729	1027	25952	None
46955	2.37	0.0	Neural Network (Specific Model)	11	0.956	2440	255.07692307692307	31032	0.42	39	12	3930	None
471	4.03	0.0	Neural Network (Specific Model)	11	0.926	68722	231.92	74902	0.6	100	3	68722	None
47526	3.64	0.0	Neural Network (Specific Model)	11	0.906	2647	411.35	27220	0.33	20	10	3906	None
4895	2.36	0.0	Neural Network (Specific Model)	11	0.858	20302	265.54285714285714	32455	0.54	35	2	20302	None
49179	10.03	0.0	Neural Network (Specific Model)	11	0.896	2354	240.58196721311475	196198	0.61	244	80	3837	None
4930	2.66	0.0	Neural Network (Specific Model)	11	0.962	16864	198.62745098039215	62588	0.51	102	7	20175	None
507	2.83	0.0	Neural Network (Specific Model)	11	0.891	65793	239.3658536585366	65793	0.38	82	1	65793	None
5270	3.66	0.03	Neural Network (Specific Model)	11	0.897	6511	197.52158273381295	181364	0.5	278	34	18938	None
531	2.66	0.0	Neural Network (Specific Model)	11	0.91	64573	270.3013698630137	64573	0.45	73	1	64573	None
5362	5.87	0.29	Neural Network (Specific Model)	11	0.874	8447	223.7422680412371	146962	0.49	194	20	18637	None
53992	5.01	0.01	Neural Network (Specific Model)	11	0.93	2448	276.6621621621622	65807	0.51	74	26	3659	None
550	3.13	0.0	Neural Network (Specific Model)	11	0.868	63732	324.7719298245614	63732	0.52	57	1	63732	None
5683	16.73	6.61	Neural Network (Specific Model)	11	0.931	4155	274.8546144121365	698732	0.33	791	174	17641	None
5887	80.29	0.67	Neural Network (Specific Model)	11	0.936	5771	334.9401231113598	1916291	0.39	1787	376	17121	None
59824	2.33	0.0	Neural Network (Specific Model)	11	0.832	2844	304.38461538461536	28511	0.38	26	10	3475	None
6015	4.06	0.01	Neural Network (Specific Model)	11	0.938	16826	156.20967741935485	30704	0.37	62	3	16826	None
6070	3.06	0.0	Neural Network (Specific Model)	11	0.928	9229	277.53061224489795	43852	0.52	49	6	16720	None
6147	2.85	0.0	Neural Network (Specific Model)	11	0.921	4427	228.58823529411765	37792	0.45	51	9	16549	None
624	2.5	0.0	Neural Network (Specific Model)	11	0.922	59893	236.85897435897436	59893	0.37	78	1	59893	None
63	100.0	14.52	Neural Network (Specific Model)	11	0.906	44305	332.28012733060484	2414639	0.65	2199	174	168350	None
6371	2.31	0.01	Neural Network (Specific Model)	11	0.832	16041	204.6	25807	0.4	35	3	16041	None
6555	2.85	0.01	Neural Network (Specific Model)	11	0.896	8212	205.46067415730337	60950	0.58	89	10	15655	None
6684	96.19	101.53	Gradient Boost (General Model)	11	0.903	5870	315.77460317460316	13533842	0.44	12915	2702	40646	Low confidence prediction - substantial (27%) disagreement between completeness prediction models
6955	2.72	0.0	Neural Network (Specific Model)	11	0.936	10101	271.2291666666667	41609	0.51	48	5	14869	None
748	3.74	0.0	Neural Network (Specific Model)	11	0.916	54108	312.77358490566036	54108	0.47	53	1	54108	None
7566	15.46	0.38	Neural Network (Specific Model)	11	0.888	3733	272.46014492753625	506685	0.5	552	135	13847	None
768	7.42	0.02	Neural Network (Specific Model)	11	0.93	49420	254.80803571428572	182992	0.52	224	6	53572	None
777	2.61	0.0	Neural Network (Specific Model)	11	0.921	53223	256.0	53223	0.47	64	1	53223	None
81655	2.4	0.0	Neural Network (Specific Model)	11	0.735	3078	335.5	41038	0.41	30	13	4690	None
8223	2.66	0.01	Neural Network (Specific Model)	11	0.895	7977	255.3108108108108	62935	0.43	74	10	14437	None
8321	2.95	0.0	Neural Network (Specific Model)	11	0.79	3617	183.85507246376812	144273	0.48	207	36	12836	None
83265	35.54	4.95	Neural Network (Specific Model)	11	0.911	3136	303.1467065868263	1331461	0.43	1336	419	13147	None
84859	2.66	0.05	Neural Network (Specific Model)	11	0.86	9049	342.38461538461536	62095	0.49	52	8	10252	None
8651	2.49	0.0	Neural Network (Specific Model)	11	0.941	12248	239.85106382978722	35840	0.55	47	3	12269	None
907	2.38	0.0	Neural Network (Specific Model)	11	0.77	49460	177.26388888888889	49460	0.36	72	1	49460	None
912	6.96	0.78	Neural Network (Specific Model)	11	0.909	7894	166.29918032786884	265607	0.44	488	37	49347	None
943	2.74	0.0	Neural Network (Specific Model)	11	0.94	48432	222.14285714285714	59082	0.41	84	2	48432	None
9815	4.05	0.01	Neural Network (Specific Model)	11	0.926	6871	207.28865979381445	129229	0.45	194	23	11269	None
9972	2.36	0.0	Neural Network (Specific Model)	11	0.765	8673	389.44	38067	0.36	25	7	11112	None
9993	2.47	0.0	Neural Network (Specific Model)	11	0.957	6087	258.921875	51827	0.48	64	11	11090	None
103077	5.61	0.02	Neural Network (Specific Model)	11	0.935	24596	256.74531835205994	219125	0.49	267	19	34664	None
11240	2.57	0.07	Neural Network (Specific Model)	11	0.88	7153	319.34090909090907	47727	0.42	44	7	10048	None
113	92.74	105.18	Neural Network (Specific Model)	11	0.881	18464	285.0426527610643	7243807	0.37	7479	689	121970	None
1138	2.52	0.0	Neural Network (Specific Model)	11	0.954	43935	216.87692307692308	43935	0.4	65	1	43935	None
12108	2.88	0.01	Neural Network (Specific Model)	11	0.955	4966	435.14285714285717	86013	0.39	63	20	9466	None
12292	2.79	0.01	Neural Network (Specific Model)	11	0.827	3862	240.32432432432432	64417	0.48	74	17	9349	None
12494	6.58	0.02	Neural Network (Specific Model)	11	0.893	6038	296.94007490636704	265809	0.4	267	53	13284	None
125974	2.34	0.0	Neural Network (Specific Model)	11	0.936	6924	273.93548387096774	26939	0.4	31	5	9148	None
12755	2.32	0.0	Neural Network (Specific Model)	11	0.918	6166	282.80645161290323	28469	0.5	31	6	9084	None
12884	13.5	0.0	Neural Network (Specific Model)	11	0.9	2932	288.1333333333333	302115	0.58	315	104	9002	None
130278	21.56	0.1	Neural Network (Specific Model)	11	0.9	3265	265.37278106508876	596628	0.56	676	187	9729	None
131919	2.53	0.0	Neural Network (Specific Model)	11	0.92	5466	257.4166666666667	29993	0.55	36	6	7376	None
13382	2.73	0.03	Neural Network (Specific Model)	11	0.929	7633	330.3448275862069	30878	0.41	29	6	8746	None
13952	2.53	0.0	Neural Network (Specific Model)	11	0.406	4296	78.67875647668394	106948	0.5	193	26	7499	None
14011	9.24	2.04	Neural Network (Specific Model)	11	0.943	2949	294.8264150943396	248123	0.42	265	83	8463	None
14088	2.7	0.0	Neural Network (Specific Model)	11	0.971	3774	240.83333333333334	75629	0.49	102	20	8436	None
14643	2.69	0.03	Neural Network (Specific Model)	11	0.96	4748	299.98148148148147	50502	0.63	54	12	7350	None
14660	2.33	0.0	Neural Network (Specific Model)	11	0.964	4794	189.27272727272728	25617	0.48	44	6	8182	None
14771	19.13	3.59	Gradient Boost (General Model)	11	0.936	6119	259.8979591836735	40784	0.48	49	8	8134	None
15023	2.51	0.0	Neural Network (Specific Model)	11	0.961	5673	185.47540983606558	34974	0.53	61	7	8027	None
1573	2.82	0.0	Neural Network (Specific Model)	11	0.927	37780	181.41538461538462	37780	0.45	65	1	37780	None
15861	6.38	0.0	Gradient Boost (General Model)	11	0.14	6126	100.15384615384616	55815	0.52	26	9	7705	None
161729	2.68	0.01	Neural Network (Specific Model)	11	0.9	3332	291.6904761904762	40715	0.41	42	13	4799	None
163085	3.12	0.01	Neural Network (Specific Model)	11	0.948	7859	218.1060606060606	45349	0.53	66	9	16165	None
1635	4.1	0.02	Neural Network (Specific Model)	11	0.896	15219	337.8484848484849	74282	0.53	66	5	37097	None
16406	2.53	0.11	Neural Network (Specific Model)	11	0.888	4199	301.3076923076923	39672	0.59	39	10	7509	None
17041	2.5	0.02	Neural Network (Specific Model)	11	0.858	6539	275.2857142857143	33637	0.43	35	5	7187	None
17108	2.45	0.0	Neural Network (Specific Model)	11	0.97	3426	233.0677966101695	42119	0.4	59	12	7264	None
1798	2.59	0.0	Neural Network (Specific Model)	11	0.906	35248	380.07142857142856	35248	0.5	28	1	35248	None
18480	15.11	0.4	Neural Network (Specific Model)	11	0.915	2721	281.59090909090907	121715	0.32	132	44	6902	None
1854	2.5	0.0	Neural Network (Specific Model)	11	0.952	34590	275.48148148148147	46660	0.41	54	3	34590	None
18637	2.51	0.0	Neural Network (Specific Model)	11	0.884	2623	251.29310344827587	49399	0.43	58	16	6861	None
18768	2.57	0.12	Neural Network (Specific Model)	11	0.867	5429	251.15625	27771	0.42	32	6	6828	None
188	2.78	0.0	Neural Network (Specific Model)	11	0.932	95970	271.8090909090909	95970	0.61	110	1	95970	None
19061	2.34	0.0	Neural Network (Specific Model)	11	0.959	4669	243.23076923076923	29487	0.5	39	8	6751	None
1908	2.5	0.0	Neural Network (Specific Model)	11	0.941	33885	307.8490566037736	51786	0.47	53	6	33885	None
198681	2.34	0.0	Neural Network (Specific Model)	11	0.928	4848	178.2826086956522	26278	0.51	46	7	8793	None
2013	3.19	0.01	Neural Network (Specific Model)	11	0.925	30271	226.04347826086956	67032	0.48	92	3	32779	None
2025	3.57	0.0	Neural Network (Specific Model)	11	0.965	19518	238.108	184103	0.65	250	22	32629	None
2091	2.5	0.0	Neural Network (Specific Model)	11	0.911	31861	217.33333333333334	40644	0.63	57	2	31861	None
209821	59.97	9.65	Gradient Boost (General Model)	11	0.872	20988	243.49782473586077	1341053	0.33	1609	137	110170	None
209888	5.75	0.3	Neural Network (Specific Model)	11	0.907	12909	276.4890510948905	249145	0.36	274	28	85124	None
209904	8.01	0.06	Neural Network (Specific Model)	11	0.908	12972	265.85603112840465	224712	0.36	257	24	81860	None
